spec_code,box,square,locus,basket,layer,taxon,element,zone,,sub.element,side,DR<50%,DR>50%,feature,scan_site,epifusion,TWS,length(mm),colour,Mn_stain,ToolMarks,Binford_code,burn,animal_mod,pit_mm,wthr,frctr,abrasion,trampling,rootetch,MWII,MWS_location,crown_height,notes,length,breadth,depth,other
NR-0595,6,,114,1175,7b,bovid_2,femur,FE1,,,,,2,,,,,45.1,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0596,6,,109,1186,5,bovid_4,pelvis,"AC1,IS1",,,,3,8,,,,,40.3,reddish_black,,,,2,,,,,,,,,,,dama? adaax? (special bag ),,,,
NR-0597,6,,116,1152,8,bovid_2,cranium,CR1,,zygomatic,,,,,,,,29.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0598,6,,109,1169,5,bovid_2,cranium,CR4,,petrosal petrous,,,,,,,,23.8,reddish,,,,,,,,,,,,,,,left. gazella ,,,,
NR-0599,6,,114,1175,7b,capra,metacarpal,MP4,,,,,,,,dF,,26.2,black,,,,2,,,,dry-2,,,,,,,,,DEM=11.2 BF=12.3,,
NR-0600,6,,104,1042,3,gerbillus,femur,,,,,,"1,3,2,5,4,6,7,8,",,,dUM,,18.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0601,6,C3d,109,1181,5,rodentia,maxilla,,,C3d,,,,,,,,,reddish,,,,,,,,,,,,,,,,,,,
NR-0602,6,,109,1098,5,bovid_2,vert_l,"LU1,LU2",,,,"2,3",4,,,,,26.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0603,6,,109,1091,5,bovid_2,atlas,"AT1,AT2",,,,,,,,,,16.4,reddish,,,,,,,,,,,,,,,right,,,,
NR-0604,6,,109,1098,5,bovid_2,femur,FE6,,,,11,,,,,,20.7,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0606,6,,114,1175,7b,bovid_2,vert_c,"CE3,CE4",,,,"2,3",,,,,,24.6,light,1,,,,,,,,,,,,,,,,,,
NR-0607,6,,109,1098,5,bovid_2,vert_t,TH1,,,,1,,,,,,28.3,black,,,,2,,,,,,,,,,,,,,,
NR-0608,6,,116,1152,8,bovid_2,humerus,"HU4,HU5",,,,"7,8","9,10'",,,juvenile,,24.4,light,,,,,,,,mixed-2,,,,,,,(special bag ),,,,
NR-0609,6,,115,1158,6,bovid_2,tibia,"TI2,TI3",,,,7,"8,9",,,,,25,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0610,6,,109,1084,5,capra,metatarsal,MP6,,,,,4,,,,,25.2,black,,,,2,,,,dry-2,,,,,,,,,DEM=12.4 Ddm=15.6 DVM=13.6 BFdm=9.4,,
NR-0611,6,,109,1153,5,gazella,pelvis,IL2,,ilium,,6,,,,,,28.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0612,6,,109,1185,5,bovid_2,vert_t,TH2,,tail ,,,,,,,,13.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0613,6,,115,1150,6,bovid_2,tibia,TI2,,,,7,,,,,,20.6,black,,,,2,,,,,,,,,,,,,,,
NR-0614,6,,115,1158,6,bovid_2,pelvis,IS1,,ischium,,6,,,,,,25.1,reddish_black,,,,,,,,,,,,,,,,,,,
NR-0615,6,,115,1092,6,bovid_2,rib,RI2,,,,1,,,,,,18.4,black,,,,2,,,,,,,,,,,,,,,
NR-0616,6,,109,1160,5,bovid_2,vert_t,"TH1,TH2",,,,"2,3",,,,,,20.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0617,6,,109,1184,5,capra,metacarpal,MP6,,,,,"3,4",,,,,,black,,,,,,,,,,,,,,,(special bag ),,,,
NR-0619,7,,215,2067,7b,gazella,metacarpal,"MP1,MP2",,,,5,1,,,,,47.3,reddish,1,cut,,,,,,green-2,,,,,,,right,,,,
NR-0620,7,,215,2067,7b,bovid_2,vert_l,LU2,,,,4,,,,,,31.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0621,7,,215,2067,7b,bovid_2,femur,FE5,,,,"8,7",,,,,,23.3,black,,,,2,,,,mixed-2,,,,,,,,,,,
NR-0622,7,,215,2067,7b,bovid_2,vert_c,CE2,,,,4,,,,,,26.9,reddish_black,,,,,,,,,,,,,,,,,,,
NR-0623,7,,215,2067,7b,bovid_2,rib,RI3,,,,2,,,,,,50.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0624,7,,215,2067,7b,bovid_2,femur,FE1,,,,,2,,,,,25.7,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0625,7,,215,2067,7b,bovid_2,atlas,AT1,,,,1,,,,,,33.4,reddish_black,,,,,,,,,,,,,,,left,,,,
NR-0626,7,,215,2067,7b,bovid_2,pelvis,IS2,,ischium,,11,,,,,,30.1,reddish,1,,,,,,,,,,,,,,,,,,
NR-0627,7,,215,2067,7b,bovid_2,metatarsal,MP4,,,,"6,8",,,,,,41.9,reddish,1,,,,,,,mixed-2,,,,,,,,,,,
NR-0628,7,,215,2067,7b,bovid_2,femur,FE1,,,,,4,,,pUE,,17.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0629,7,,215,2067,7b,bovid_2,femur,FE5,,,,"8,6",,,,,,69,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0630,7,,215,2067,7b,bovid_2,femur,FE1,,,,"4,5",,,,pF,,29,reddish,,,,,,,,,,,,,,,,,,,
NR-0631,7,,215,2067,7b,bovid_2,radius,RA2,,,,6,,,,,,,light,,,,3,,,,mixed-2,,,,,,,,,,,
NR-0632,7,,215,2067,7b,bovid_2,vert_l,LU1,,,,1,,,,,,24.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0633,7,,215,2067,7b,bovid_2,radius,"RA3,RA4",,,,"6,8",,,,,,52.7,reddish,,,,,,,,green-2,,,,,,,right,,,,
NR-0634,7,,215,2067,7b,bovid_2,cranium,CR1,,zygomatic,,,,,,,,26.1,black,,,,2,,,,,,,,,,,left ,,,,
NR-0635,7,,215,2067,7b,bovid_2,femur,"FE3,FE4",,,,"2,6",,,,,,50.6,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0636,7,,215,2067,7b,bovid_2,vert_c,CE1,,,,,,,,,,26.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0637,7,,215,2067,7b,bovid_2,femur,"FE3,FE4",,,,"2,6",,,,,,32.4,light,,cut,Fp8,3,,,,green-2,,,,,,,(special bag ),,,,
NR-0638,7,,215,2067,7b,bovid_2,pelvis,PU1,,pubis,,8,,,,,,20.1,reddish_black,,,,2,,,,,,,,,,,right,,,,
NR-0639,7,,215,2067,7b,bovid_2,carpal,,,,,,,,,,,13.6,light,,,,3,,,,,,,,,,,,,,,
NR-0640,7,,215,2067,7b,bovid_2,rib,RI2,,,,1,,,,,,10.4,light,,,,3,,,,,,,,,,,,,,,
NR-0641,7,,215,2067,7b,rodentia,femur,,,,,"7,8","4,5,1,3,2,6",,,pF,,15.7,reddish,,,,,,,,green-2,,,,,,,left,,,,
NR-0642,7,,215,2067,7b,rodentia,phalanx_1,,,,,,"3,2",,,dF,,13.1,reddish,,,,,,,,mixed-1,,,,,,,,,Bd=4.7 Dd=3.1,,
NR-0643,7,,215,2067,7b,rodentia,phalanx_2,,,,,,"1,2,3",,,pF,,6.8,reddish,,,,,,,,,,,,,,,,,Bp=1.8 Bd=1.7 Dd=1.3,,
NR-0644,7,,215,2067,7b,rodentia,femur,,,,,"1,3,2","6,7,8",,,,,11.4,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0645,7,,215,2067,7b,rodentia,,,,,,,,,,,,12.8,reddish,,,,,,,,,,,,,,,,,,,
NR-0646,7,,215,2067,7b,capra,mandible,m1,,M1,,1,,,,,slight_wear,34.9,reddish,,,,,,,,,,,,2,,31.2,left,,,,
NR-0647,7,,215,2067,7b,capra,mandible,p4,,P4,,1,,,,,slight_wear,26.3,reddish,,,,,,,,,,,,2,,24.7,left,,,,
NR-0648,7,,215,2067,7b,capra,maxilla,M1-M2,,"M1, M2",,,,,,,,30.8,black,,,,2,,,,,,,,,,,right,,,,
NR-0649,7,,215,2067,7b,capra,maxilla,M1-M3,,"M1,M2,M3",,,,,,,slight_wear,35.2,reddish,,,,,,,,,,,,2,,,right,,,,
NR-0653,7,,215,2067,7b,bovid_2,cranium,CR4,,petrosal petrous,,,,,,,,17.6,light,,,,,,,,,,,,,,,(special bag ),,,,
NR-0654,7,,215,2067,7b,bovid_2,rib,RI3,,,,2,,,,,,22.7,reddish_black,,,,,,,,,,,,,,,,,,,
NR-0655,7,,215,2067,7b,capra,humerus,HU5,,,,,"5,6,3,4",,,dF,,47.7,reddish_black,,,,1,,,,green-2,,,,,,,,,BT=28.3 ,Bd=28.1,HTC=13.5
NR-0656,7,,215,2067,7b,capra,metacarpal,"MP1,MP2",,,,"1,5",,,,pF,,63.4,reddish,1,,,,,,,mixed-2,,,,,,,right,,,,
NR-0657,7,,215,2067,7b,capra,radius,"RA1,RA2",,,,"1,5",2,,,pF,,46.5,reddish,1,,,,,,,mixed-2,,,,,,,right,,,,
NR-0658,7,,215,2067,7b,bovid_2,vert_t,TH2,,,,4,,,,,,32.1,reddish_black,,,,1,,,,,,,,,,,,,,,
NR-0659,7,,215,2067,7b,bovid_2,tibia,TI4,,,,10,,,,dUM,,49.3,black,,,,2,,,,mixed-2,,,,,,,,,,,
NR-0660,7,,215,2067,7b,gazella,phalanx_2,"PH21,PH22,PH23",,,,"1,2,3",,,,dF,,20.4,light,,,,,,,,mixed-2,,,,,,,(special bag ),,,,
NR-0661,7,,215,2067,7b,bovid_2,vert_t,TH2,,,,4,,,,,,34.6,reddish,,cut,,,,,,,,,,,,,(special bag ),,,,
NR-0662,7,,215,2067,7b,gazella,phalanx_3,"PH31,PH32",,,,2,1,,,,,19.3,gray_white,,,,3,,,,,,,,,,,,,GB=8.1,,
NR-0663,7,,215,2067,7b,gazella,phalanx_1,"PH12,PH13",,,,2,3,,,dF,,19.6,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0664,7,,215,2067,7b,bovid_2,rib,RI3,,,,,2,,,,,27.1,reddish,,cut,,,,,,,,,,,,,(special bag ),,,,
NR-0665,7,,215,2067,7b,bovid_2,vert_t,TH2,,,,,4,,,,,27.1,reddish,1,cut,,,,,,,,,,,,,(special bag ),,,,
NR-0666,7,,215,2067,7b,bovid_2,phalanx_3,"PH31,PH32",,,,,"1,2",,,dF,,23.2,reddish,,,,,,,,,,,,,,,,GL=23.2 ,GB=17.3,,
NR-0667,7,,215,2067,7b,bovid_2,rib,RI2,,,,3,,,,,,44.7,reddish,2,,,,,,,,,,,,,,,,,,
NR-0668,7,,215,2067,7b,bovid_2,humerus,HU5,,,,"7,8",,,,,,48.9,reddish,,,,,,,,mixed-2,,some,,,,,,,,,
NR-0669,7,,215,2067,7b,bovid_2,humerus,HU5,,,,"8,7",,,,,,20.1,gray_white,,,,3,,,,mixed-1,,,,,,,,,,,
NR-0670,7,,215,2067,7b,bovid_2,cranium,CR4,,petrosal petrous,,,,,,,,19.7,reddish,,,,,,,,,,,,,,,(special bag ),,,,
NR-0671,7,,215,2067,7b,bovid_2,phalanx_3,"PH31,PH32",,,,,,,,dF,,15.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0672,7,,215,2067,7b,bovid_2,rib,RI4,,,,3,,,,,,20.9,black,,,,2,,,,,,,,,,,,,,,
NR-0673,7,,215,2067,7b,bovid_2,rib,RI4,,,,3,,,,,,20.1,black,,,,2,,,,,,,,,,,,,,,
NR-0674,7,,215,2067,7b,bovid_2,rib,RI3,,,,2,,,,,,21.3,black,,,,2,,,,,,,,,,,,,,,
NR-0675,7,,215,2067,7b,bovid_2,calcaneus,CA1,,,,,1,,,pF,,18.2,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0676,7,,215,2067,7b,gazella,phalanx_2,"PH22,PH23",,,,,"3,2",,,pUM,,16.6,reddish,1,,,,,,,,,,,,,,,,Bd=6.9 Dd=8,,
NR-0677,7,,215,2067,7b,bovid_2,phalanx_1,PH11,,,,1,,,,pF,,13.8,reddish,,,,,,,,,,,,,,,,,,,
NR-0678,7,,215,2067,7b,gazella,phalanx_3,"PH31,PH32",,,,,"1,2",,,,,17.2,reddish,1,,,,,,,,,,,,,,,GL=17.6,Bd=6.9,,
NR-0679,7,,215,2067,7b,bovid_2,vert_t,TH2,,,,4,,,,,,21.2,reddish,1,,,,,,,,,,,,,,,,,,
NR-0680,7,,215,2067,7b,bovid_2,vert_t,TH1,,,,1,,,,,,17.8,light,,,,,,,,,,,,,,,,,,,
NR-0682,7,,215,2067,7b,bovid_2,metatarsal,"MP1,MP2",,,,"1,5",,,,,,30.6,reddish,1,,,,,,,mixed-2,,,,,,,left,,,,
NR-0683,7,,215,2067,7b,rodentia,mandible,"DN2,DN4",,,,"1,2",,,,,,19.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0684,7,,215,2067,7b,bovid_2,humerus,HU5,,,,"6,5",,,,,,17.7,gray_white,,,,3,,,,,,,,,,,left ,,,,
NR-0685,7,,215,2067,7b,bovid_2,metacarpal,MP6,,,,"4,3",,,,,,30.9,light,,,,,,,,,,,,,,,,,,,
NR-0686,7,,215,2067,7b,bovid_2,metacarpal,MP6,,,,"4,3",,,,,,,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0687,7,,215,2067,7b,gazella,phalanx_2,"PH21,PH22,PH23",,,,,"1,2,3",,,,,24.7,reddish,,,,,,,,,,,,,,,,GL=22.4 ,Bp=11.6 Bd=9.2 Dd=9.9,,
NR-0688,7,,215,2067,7b,bovid_2,scapula,SP1,,,,"1,2",,,,,,18.2,gray_white,,,,,,,,,,,,,,,left ,,,,
NR-0689,7,,215,2067,7b,bovid_2,mandible,DN2,,cacine,,7,,,,,,15.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0690,7,,215,2067,7b,bovid_2,mandible,DN2,,cacine,,7,,,,,,18.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0691,7,,215,2067,7b,gazella,phalanx_2,"PH21,PH22,PH23",,,,"1,2,3",,,,,,14.1,reddish,,,,,,,,,some,,,,,,(special bag ) broken in half ,,,,
NR-0692,7,,215,2067,7b,rodentia,radius,,,,,,"1,2,5,6,7,8",,,,,18.2,reddish,,,,,,,,,,,some,,,,left,,,,
NR-0693,7,,215,2080,7b,rodentia,tibia,,,,,,"7,8,9",,,,,11.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0694,7,,215,2080,7b,bovid_2,radius,"RA3,RA4",,,,"6,7,8",,,,,,66.2,reddish,1,,,,,,,green-2,,,,,,,,,,,
NR-0695,7,,215,2080,7b,bovid_2,tibia,TI3,,,,9,,,,,,57.2,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0696,7,,215,2080,7b,bovid_2,vert_t,TH1,,,,,1,,,,,25.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0697,7,,215,2080,7b,bovid_2,humerus,HU5,,,,"7,8",,,,,,34.9,reddish,1,,,,,,,mixed-2,,,,,,,,,,,
NR-0698,7,,215,2080,7b,bovid_2,femur,FE6,,,,"7,8,9",,,,,,84.7,reddish,1,,,,,,,mixed-2,,,,,,,,,,,
NR-0699,7,,215,2080,7b,bovid_2,metapodial,MP3,,,,"6,8",,,,,,31.8,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0700,7,,215,2080,7b,bovid_2,cranium,CR3,,horn,,,,,,,,27.6,reddish,1,,,,,,,,,,,,,,,,,,
NR-0701,7,,215,2080,7b,bovid_2,humerus,HU4,,,,"7,8",,,,,,41.7,reddish,1,,,,,,,green-2,,,,,,,,,,,
NR-0702,7,,215,2080,7b,bovid_2,tibia,TI5,,,,,5,,,dF,,15.6,reddish,1,,,,,,,,,,,,,,,,,,
NR-0703,7,,215,2080,7b,gazella,phalanx_2,PH21,,,,,1,,,pUE,,8.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0704,7,,215,2080,7b,rodentia,tibia,"TI4,TI5",,,,"6,10",5,,,,,9.9,reddish,,,,,,,,green-2,,,,,,,right,,,,
NR-0705,7,,215,2080,7b,bovid_2,mandible,DN2,,cacine,,7,,,,,,12.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0706,7,,215,2080,7b,rodentia,femur,"FE5,FE6",,,,"8,7","9,10,11",,,,,6.5,reddish,,,,,,,,green-2,,,,,,,left ,,,,
NR-0707,7,,215,2080,7b,bovid_2,vert_t,"TH1,TH2",,,,"3,2",,,,,,19.8,reddish,1,,,,,,,,,,,,,,,,,,
NR-0708,7,,215,2080,7b,bovid_2,radius,"RA3,RA4",,,,"6,8",,,,,,49.6,reddish,1,,,,,,,mixed-2,,,,,,,,,,,
NR-0709,7,,215,2068,7b,equus,metapodial,MP1,,,,,"1,2",,,pF,,41.4,reddish,1,cut,,,,,,green-2,,,,,,,right (special bag ) broken in half ,,,,
NR-0710,7,,215,2068,7b,capra,maxilla,M1,,M1,,1,,,,,active_wear,31.8,reddish,,,,,,,,,,,,2,,,left ,,,,
NR-0711,7,,215,2068,7b,gazella,phalanx_1,"PH11,PH12,PH13",,,,"1,2,3",,,,dF,,28.7,reddish,,cut,,1,,,,green-2,,,,,,,(special bag ) broken in half,,,,
NR-0712,7,,215,2068,7b,gazella,phalanx_1,"PH12,PH13",,,,2,3,,,,,18.2,reddish,1,,,,,,,green-2,,,,,,,,,Bd=9.6 Dd=8.3,,
NR-0714,7,,215,2068,7b,bovid_2,calcaneus,CA2,,,,1,,,,,,16.4,gray_white,,,,,,,,,,,,,,,,,,,
NR-0715,7,,215,2068,7b,bovid_2,mandible,DN2,,cacine,,7,,,,,,24.9,reddish,,,,3,,,,,,,,,,,,,,,
NR-0716,7,,215,2068,7b,bovid_2,metacarpal,MP1,,,,1,,,,pF,,24.7,reddish_black,,,,2,,,,green-2,,,,,,,,,,,
NR-0717,7,,215,2068,7b,bovid_2,femur,FE5,,,,"7,8",,,,,,26.1,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0718,7,,215,2068,7b,bovid_2,metapodial,MP2,,,,"6,5",,,,,,35.4,reddish,,,,,,,,green-2,,,,,,,(special bag ),,,,
NR-0719,7,,215,2068,7b,passeriformes,ulna,,,,,6,"5,1,2",,,pF,,9.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0720,7,,215,2068,7b,bovid_2,tibia,TI3,,,,"8,9",,,,,,64.7,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0721,7,,215,2068,7b,rodentia,tibia,"TI4,TI5",,,,"6,5,10",9,,,dF,,13.9,reddish,,,,,,,,,,,,,,,,,Bd=3.4,,
NR-0722,7,,215,2068,7b,bovid_2,phalanx_1,PH13,,,,3,,,,dF,,10.5,light,,,,,,,,,,,,,,,,,,,
NR-0723,7,,215,2079,7b,bovid_2,radius,"RA1,RA2,RA3",,,,"2,5,7",,,,pF,,87.7,reddish,,,,,,,,green-2,,,,,,,right,,,,
NR-0724,7,,215,2079,7b,bovid_2,radius,"RA1,RA2,RA3",,,,"2,5,7",,,,pF,,68.1,reddish,1,,,,,,,mixed-2,,,,,,,right,,,,
NR-0725,7,,215,2079,7b,gazella,phalanx_1,"PH12,PH13",,,,2,3,,,dF,,14.2,gray_white,,,,3,,,,mixed-2,,,,,,,,,Bd=11.3 Dd=9.5,,
NR-0726,7,,215,2079,7b,gazella,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,23.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0727,7,,215,2079,7b,bovid_2,vert_t,TH2,,,,"3,4",,,,,,17.8,reddish,,,,,,,,,,,,,,,,,,,
NR-0728,7,,215,2079,7b,gazella,phalanx_1,PH11,,,,,1,,,pF,,9.4,light,,,,,,,,,,,,,,,,,Bp=10.3,,
NR-0729,7,,215,2079,7b,bovid_2,rib,"RI3,RI4",,,,"2,3",,,,,,45.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0730,7,,215,2079,7b,bovid_2,rib,"RI3,RI4",,,,"2,3",,,,,,45.2,reddish,,cut,RS1,,,,,,,,,,,,,,,,
NR-0731,7,,215,2079,7b,bovid_2,phalanx_2,"PH21,PH22,PH23",,,,"1,2,3",,,,,,24.4,reddish,1,,,,,,,,,,,,,,,,,,
NR-0732,7,,215,2079,7b,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,16.4,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0733,7,,215,2079,7b,bovid_2,humerus,HU2,,,,11,,,,pUM,,37.6,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0734,7,,215,2079,7b,bovid_2,metapodial,"MP1,MP2",,,,"2,6",,,,pF,,27.6,,,,,,,,,mixed-2,,,,,,,,,,,
NR-0735,7,,215,2079,7b,bovid_2,vert_t,"TH1,TH2",,,,"3,2",,,,,,34.3,light,,,,,,,,,,,,,,,,,,,
NR-0736,7,,215,2079,7b,bovid_2,vert_t,TH2,,,,,4,,,,,38.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0737,7,,215,2079,7b,bovid_2,humerus,HU2,,,,11,,,,pUM,,17.4,black,,,,2,,,,mixed-2,,,,,,,,,,,
NR-0738,7,,215,2079,7b,bovid_2,mandible,m3,,M3,,,,,,,no_wear,41.9,reddish,,,,,,,,,,,,1,,,,,,,
NR-0739,7,,215,2079,7b,bovid_2,maxilla,P2,,P2,,,,,,,late_wear,21.5,reddish,,,,,,,,,,,,4,,,left ,,,,
NR-0740,7,,215,2079,7b,bovid_2,maxilla,P3,,P3,,,,,,,late_wear,23.9,reddish,,,,,,,,,,,,4,,,right,,,,
NR-0742,7,,215,2079,7b,bovid_2,mandible,m1/2,,M1?M2?,,,,,,,,26.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0743,7,,215,2079,7b,gazella,phalanx_1,"PH11,PH12,PH13",,,,"1,2,3",,,,dF,,31.1,reddish,,cut,,,,,,green-2,,,,,,,cut on the distal ep ,,,,
NR-0744,7,,215,2079,7b,bovid_2,femur,FE3,,,,"3,2",,,,,,54.4,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0745,7,,215,2079,7b,bovid_2,metapodial,MP2,,,,"6,5",,,,,,40.7,reddish,,cut,,,,,,,,,,,,,(special bag ),,,,
NR-0746,7,,215,2079,7b,gazella,phalanx_1,PH13,,,,3,,,,dF,,14.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0747,7,,215,2079,7b,bovid_2,mandible,DN2,,,,7,2,,,,,26.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0748,7,,215,2079,7b,gazella,phalanx_1,PH13,,,,3,,,,dF,,11.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0749,7,,215,2079,7b,gazella,tarsal,,,,,,,,,,,9.8,reddish,1,,,,,,,,,,,,,,,,,,
NR-0750,7,,215,2079,7b,gazella,tarsal,,,,,,,,,,,9.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0751,7,,215,2079,7b,bovid_2,mandible,"DN6,DN7,DN8",,,,,"4,3,5,6",,,,,16.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0752,7,,215,2079,7b,gazella,carpal,,,,,,,,,,,17.8,black,,,,2,,,,,,,,,,,,,,,
NR-0753,7,,215,2079,7b,bovid_2,humerus,HU4,,,,"7,8",,,,,,35.9,reddish,,cut,Hd2,,,,,green-2,,,,,,,,,,,
NR-0754,7,,215,2079,7b,bovid_2,radius,"RA3,RA4",,,,"6,8",,,,,,49.2,reddish,,,,,,,,mixed-2,,some,,,,,,,,,
NR-0757,7,,215,2079,7b,capra,phalanx_2,"PH2,PH3",,,,"3,2",,,,,,21.3,black,,,,2,,,,,,,,,,,,,,,
NR-0758,7,,208,2027,5,capra,metacarpal,"MP1,MP2",,,,"1,2,6,5",,,,,,27.1,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-0759,7,,208,2027,5,bovid_2,tibia,TI3,,,,9,,,,,,40.6,reddish_black,,,,2,,,,green-2,,some,,,,,,,,,
NR-0760,7,,208,2027,5,bovid_2,metatarsal,MP4,,,,7,,,,,,34.3,black,,,,2,,,,green-2,,,,,,,,,,,
NR-0761,7,,208,2027,5,bovid_2,maxilla,M1/2,,M1?M2?,,,,,,,,19.9,reddish,,,,,,,,,,,,,,,broken,,,,
NR-0762,7,,208,2027,5,passeriformes,humerus,,,,,,"1,2,11,9,10,8,7",,,,,19.8,black,,,,2,,,,,,,,,,,,,,,
NR-0763,7,,218,2074,uncertain,bovid_2,vert_t,TH1,,,,1,,,,,,19.8,light,,,,,,,,,,,,,,,,,,,
NR-0764,7,,218,2074,uncertain,capra,maxilla,M3,,M3?,,,,,,,,28.5,reddish,,,,,,,,,,,,,,,left. broken,,,,
NR-0765,7,,218,2074,uncertain,bovid_2,metapodial,MP4,,,,"7,8",,,,,,40.4,reddish,1,,,,,,,mixed-2,,,,,,,,,,,
NR-0766,7,,218,2074,uncertain,bovid_2,rib,RI2,,,,,1,,,pUM,,21.4,reddish,1,,,,,,,,,,,,,,,,,,
NR-0767,7,,218,2074,uncertain,bovid_2,mandible,"DN2,DN4",,,,1,2,,,,,29.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0768,7,,218,2074,uncertain,bovid_2,atlas,AT1,,,,1,,,,,,19.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0769,7,,218,2074,uncertain,capra,phalanx_1,PH11,,,,1,,,,pF,,15.8,reddish,,,,,,,,,,,,,,,,,,,
NR-0770,7,,218,2074,uncertain,bovid_2,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,23.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0771,7,,218,2074,uncertain,bovid_2,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,22.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0773,7,,208,2078,5,capra,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,24.4,reddish,,,,,,,,mixed-2,,,,,,,broken in half,,,,
NR-0774,7,,208,2078,5,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,15.9,reddish,,,,,,,,mixed-2,,,,,,,broken in half,,,,
NR-0775,7,,208,2078,5,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,17.9,reddish,,,,,,,,mixed-2,,,,,,,broken in half,,,,
NR-0776,7,,208,2078,5,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pUM,,20.8,reddish,,,,,,,,mixed-2,some,,,,,,,,,,
NR-0777,7,,208,2078,5,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,,,18.6,reddish_black,,,,2,,,,dry-2,,,,,,,,,,,
NR-0778,7,,208,2078,5,capra,phalanx_1,PH11,,,,1,,,,pF,,9.8,reddish,,,,,,,,dry-2,,,,,,,,,,,
NR-0779,7,,208,2078,5,bovid_2,rib,RI3,,,,2,,,,,,31.6,reddish,,cut,RS4,,,,,,,,,,,,,,,,
NR-0780,7,,208,2078,5,bovid_2,vert_t,TH2,,,,3,,,,,,24.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0782,7,,208,2078,5,gazella,phalanx_1,"PH11,PH12,PH13",,,,"1,2,3",,,,dF,,17.7,reddish,,,,2,,,,green-2,,,,,,,broken in half,,,,
NR-0783,7,,208,2078,5,gazella,atlas,AT1,,,,1,,,,,,22.9,reddish,,,,,,,,,,,,,,,left ,,,,
NR-0784,7,,208,2078,5,bovid_2,rib,RI2,,,,1,,,,,,10.8,gray_white,,,,,,,,,,,,,,,,,,,
NR-0785,7,,208,2078,5,capra,carpal,,,,,,,,,,,17.9,light,,,,,,,,,,,,,,,,,,,
NR-0788,7,,208,2078,5,gazella,phalanx_2,"PH21,PH22,PH23",,,,"2,3,1",,,,,,19.9,reddish,,,,,,,,,,,,,,,broken in half,,,,
